LIMIT_BAL,SEX,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,sum_all_bill,std_bill,sum_all_pay,bill_to_limit_ratio,pay_to_bill_ratio,avg_pay_delay,count_delays,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_2,MARRIAGE_3
160000.0,2,25.0,-1,-1,-1,-1,0,0,8030.0,8030.0,8030.0,19069.0,5359.0,377.0,5877.0,69364.0,4662.831228627803,46742.0,0.433525,0.6738654056859466,-0.6666666666666666,0.0,True,False,False,False,False
180000.0,2,25.0,0,-1,2,-1,-1,2,7026.0,10080.0,0.0,1443.0,7105.0,0.0,5253.0,31837.0,3279.3133071828724,23881.0,0.1768722222222222,0.750102082482646,0.16666666666666666,2.0,False,False,False,True,False
50000.0,2,24.0,0,0,0,0,0,0,48393.0,1814.0,2343.0,1137.0,799.0,41933.0,1943.0,213529.0,21343.206482781978,49969.0,4.27058,0.23401505181965915,0.0,0.0,True,False,False,True,False
80000.0,1,42.0,0,0,0,0,0,0,48237.0,2200.0,2005.0,2000.0,2000.0,2000.0,2000.0,288737.0,1351.3586373227006,12205.0,3.6092125,0.04227030134690047,0.0,0.0,True,False,False,False,False
150000.0,1,24.0,0,0,-1,0,0,0,10459.0,2516.0,122685.0,3328.0,2230.0,2062.0,1891.0,396754.0,33619.75624824876,72850.75,2.645026666666667,0.33953532919642904,-0.16666666666666666,0.0,False,False,True,True,False
150000.0,1,45.0,2,3,3,2,0,0,152180.0,9500.0,2000.0,0.0,8000.0,9000.0,15000.0,823737.0,20984.281057496348,43500.0,5.49158,0.052808117153897424,1.0,2.5,True,False,False,False,False
210000.0,1,38.0,2,0,0,0,0,0,196426.0,8405.0,8495.0,7800.0,7378.0,7800.0,6900.0,855187.5,3642.343572481871,46778.0,5.628814285714285,0.03957358861842679,0.3333333333333333,1.0,True,False,False,False,False
110000.0,2,36.0,1,-1,-1,-2,-2,-2,0.0,780.0,0.0,0.0,0.0,0.0,0.0,780.0,318.43366656181314,780.0,0.007090909090909091,1.0,-1.1666666666666667,1.0,True,False,False,True,False
150000.0,2,28.0,-1,2,-1,2,0,-1,1040.0,0.0,9173.0,0.0,0.0,446.0,0.0,11251.0,3590.4977045900846,9619.0,0.07500666666666667,0.8549462270020443,0.16666666666666666,2.0,False,False,False,True,False
260000.0,2,52.0,0,0,0,0,0,0,207627.0,8535.0,6430.0,6495.0,6849.0,6799.0,32430.0,855187.5,7559.826040767517,67538.0,5.025826923076923,0.05168533306803703,0.0,0.0,False,True,False,False,False
490000.0,2,34.0,0,0,-1,-1,-1,-1,19036.0,5038.0,3404.0,14445.0,7672.0,2295.0,9004.0,61326.0,6773.843458480569,41858.0,0.1251551020408163,0.6825490004239637,-0.6666666666666666,0.0,False,False,False,True,False
230000.0,1,45.0,0,0,0,0,0,0,92129.0,3510.0,3998.0,2431.0,1697.0,1971.0,2046.0,487196.0,13795.470469203528,15653.0,2.1182434782608697,0.03212875310963144,0.0,0.0,False,False,False,True,False
20000.0,1,57.0,0,0,0,0,0,0,20104.0,3000.0,1500.0,1600.0,900.0,900.0,600.0,117955.0,301.68289090809685,8500.0,5.89775,0.07206137933957865,0.0,0.0,True,False,False,True,False
50000.0,1,51.0,0,0,0,0,0,0,40197.0,2044.0,2000.0,1547.0,2388.0,944.0,1000.0,200342.0,7636.951372548255,9923.0,4.00684,0.049530303181559536,0.0,0.0,True,False,False,False,False
280000.0,1,29.0,0,0,0,0,0,0,135056.0,4547.0,4584.0,3647.0,3757.0,3799.0,3912.0,792802.0,3033.395830857995,24246.0,2.8314357142857145,0.030582667551292755,0.0,0.0,False,False,False,True,False
90000.0,1,44.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,1.0,False,True,False,False,False
10000.0,2,33.0,2,2,2,0,0,0,7486.0,3000.0,0.0,1000.0,0.0,0.0,0.0,46841.0,808.2589725246894,4000.0,4.6841,0.08539527337161888,1.0,2.5,False,False,False,True,False
90000.0,2,27.0,2,2,0,0,0,0,28206.0,0.0,1800.0,2000.0,1200.0,3600.0,0.0,177298.0,2064.2843473384833,8600.0,1.9699777777777778,0.048505905311960654,0.6666666666666666,2.0,False,False,False,True,False
340000.0,2,36.0,-1,-1,-1,-1,-1,0,3474.0,1974.0,2774.0,43831.0,11308.0,0.0,824.0,66894.0,16363.402225698665,60711.0,0.1967470588235294,0.907570185666876,-0.8333333333333334,0.0,False,False,False,True,False
80000.0,2,33.0,0,0,0,0,0,0,69937.0,3032.0,5000.0,2000.0,2000.0,2000.0,2000.0,344445.0,13411.701886785286,16032.0,4.3055625,0.046544441057353135,0.0,0.0,True,False,False,True,False
20000.0,2,50.0,1,2,2,2,2,2,5065.0,0.0,1500.0,0.0,822.0,0.0,2540.0,34475.0,645.3998502220671,4862.0,1.72375,0.14102973168963018,1.0,2.5,True,False,False,True,False
70000.0,2,30.0,-1,2,0,0,0,0,71521.0,0.0,2332.0,1751.0,1100.0,1034.0,1272.0,293068.0,22538.88977449126,7489.0,4.186685714285714,0.025553796388551462,0.16666666666666666,1.0,False,True,False,True,False
190000.0,1,41.0,0,0,0,2,0,0,66506.0,3000.0,50030.0,130.0,5000.0,4000.0,5000.0,538430.0,20220.19706794834,67160.0,2.833842105263158,0.12473302007689022,0.3333333333333333,1.0,True,False,False,False,False
250000.0,2,31.0,0,0,0,0,0,0,42441.0,4000.0,3000.0,901.0,63000.0,2700.0,2000.0,294524.0,22735.22198410798,72850.75,1.178096,0.256688758810827,0.0,0.0,True,False,False,False,False
150000.0,1,42.0,2,0,0,0,0,0,143896.0,6482.0,3440.0,2046.0,4311.0,5056.0,1169.0,501195.0,33619.75624824876,22504.0,3.3413,0.04490068735721625,0.3333333333333333,1.0,False,False,False,True,False
20000.0,2,26.0,2,0,0,0,0,0,19366.0,1800.0,1500.0,500.0,500.0,0.0,0.0,93499.0,7837.6292695346765,4300.0,4.67495,0.04598979668231746,0.3333333333333333,1.0,True,False,False,True,False
260000.0,2,34.0,-1,-1,-1,-1,-1,-1,16426.0,6277.0,4663.0,4140.0,4414.0,2646.0,7725.0,37990.0,5078.928810946917,29865.0,0.14611538461538462,0.7861279284022111,-1.0,0.0,False,False,False,False,False
50000.0,2,40.0,0,0,0,0,0,0,48489.0,1813.0,2184.0,1248.0,359.0,0.0,20706.0,215216.0,21598.780045795793,26310.0,4.30432,0.12224927514682923,0.0,0.0,False,True,False,False,False
50000.0,2,23.0,0,0,0,0,0,0,48473.0,2100.0,2021.0,1562.0,26004.0,1800.0,2000.0,276931.0,7632.238634022568,35487.0,5.53862,0.12814383366253687,0.0,0.0,False,False,True,True,False
170000.0,2,30.0,0,0,0,0,0,0,106667.0,3458.0,3426.0,2711.0,1779.0,1940.0,2000.0,494813.0,21326.548079018008,15314.0,2.910664705882353,0.030949065606602898,0.0,0.0,True,False,False,True,False
80000.0,2,28.0,0,0,0,0,0,0,72561.0,2300.0,2809.0,2104.0,1708.0,1768.0,1807.0,351218.0,8830.439528509703,12496.0,4.390225,0.035579042076431165,0.0,0.0,False,True,False,False,False
20000.0,2,47.0,0,0,0,0,2,0,19753.0,1401.0,1306.0,2000.0,0.0,800.0,800.0,113694.0,1856.2438417406265,6307.0,5.6847,0.05547346385913065,0.3333333333333333,1.0,False,True,False,False,False
20000.0,2,22.0,1,2,0,0,2,2,9498.0,0.0,2000.0,1800.0,0.0,900.0,0.0,63006.0,1365.8626578100743,4700.0,3.1503,0.07459607021553503,1.0,2.5,True,False,False,True,False
180000.0,2,44.0,0,0,0,0,0,0,23611.0,1436.0,1416.0,2150.0,1500.0,1000.0,1000.0,147126.0,804.7836976480078,8502.0,0.8173666666666667,0.05778720280575833,0.0,0.0,True,False,False,True,False
480000.0,2,34.0,-1,-1,-1,0,-1,-1,19810.0,3495.0,8037.0,4523.0,4462.0,96665.0,6865.0,136858.0,33619.75624824876,72850.75,0.2851208333333333,0.9063920267722749,-0.8333333333333334,0.0,False,False,False,True,False
210000.0,2,45.0,-1,-1,-1,-1,-1,-1,430.0,430.0,430.0,430.0,430.0,430.0,10798.0,2580.0,0.0,12948.0,0.012285714285714285,1.1996732887468293,-1.0,0.0,False,True,False,False,False
500000.0,1,43.0,-1,-1,2,-1,-1,0,14132.0,35820.0,18.0,28077.0,132588.0,28500.0,20000.0,346142.0,33619.75624824876,72850.75,0.692284,0.707810667298392,-0.3333333333333333,1.0,False,False,False,False,False
10000.0,1,27.0,0,0,2,0,0,0,7015.0,3507.0,0.0,500.0,370.0,393.0,700.0,56848.0,1228.3157031751514,5470.0,5.6848,0.09622150295524909,0.3333333333333333,1.0,True,False,False,True,False
30000.0,1,35.0,0,0,0,0,0,0,26974.0,2000.0,1339.0,849.0,1125.0,1043.0,0.0,161812.0,1029.0429858206444,6356.0,5.3937333333333335,0.039280152275480186,0.0,0.0,False,False,False,True,False
220000.0,1,30.0,-2,-2,-2,-2,-2,-2,18301.0,2026.0,10040.0,1000.0,1253.0,1350.0,4416.0,99930.0,7950.784338667475,20085.0,0.4542272727272727,0.2009906934854398,-1.6666666666666665,0.0,True,False,False,True,False
310000.0,1,50.0,-1,-1,-1,-1,-1,-1,316.0,316.0,10131.0,2456.0,316.0,316.0,316.0,13851.0,3926.66493350273,13851.0,0.04468064516129032,1.0,-1.0,0.0,False,False,False,False,False
120000.0,2,27.0,1,-2,-1,-1,-2,-2,0.0,0.0,2382.0,0.0,0.0,0.0,0.0,2382.0,972.4474278849217,2382.0,0.01985,1.0,-1.1666666666666667,1.0,True,False,False,True,False
130000.0,2,25.0,-1,-1,-1,-1,-1,-1,3639.0,396.0,396.0,396.0,396.0,396.0,396.0,5619.0,1323.9492059743077,2376.0,0.04322307692307692,0.4228510411105179,-1.0,0.0,True,False,False,True,False
120000.0,2,25.0,0,0,0,0,0,-2,75913.0,4501.0,2562.0,0.0,0.0,0.0,0.0,282121.0,33619.75624824876,7063.0,2.351008333333333,0.02503535716944148,-0.3333333333333333,0.0,True,False,False,True,False
230000.0,2,27.0,0,0,0,2,0,0,79108.0,3187.0,7100.0,0.0,2700.0,2000.0,1572.0,389215.0,14921.729623829358,16559.0,1.6922391304347826,0.04254460902072119,0.3333333333333333,1.0,False,False,False,True,False
20000.0,2,36.0,1,2,2,2,2,2,16161.0,2000.0,0.0,3300.0,700.0,0.0,1200.0,109056.0,1487.2196878739871,7200.0,5.4528,0.06602112676056338,1.0,2.5,True,False,False,False,False
200000.0,2,22.0,0,0,0,0,0,2,205736.0,7758.0,5001.0,15000.0,10800.0,5600.0,0.0,855187.5,29977.53770241979,44159.0,4.959345,0.044521000253057615,0.3333333333333333,1.0,True,False,False,True,False
160000.0,2,36.0,1,-2,-2,-2,-2,-1,0.0,0.0,0.0,0.0,0.0,300.0,0.0,300.0,122.47448713915891,300.0,0.001875,1.0,-1.3333333333333333,1.0,False,False,False,True,False
210000.0,2,30.0,0,0,0,0,0,0,21780.0,1325.0,1074.0,1000.0,99000.0,3745.0,4000.0,290165.0,33619.75624824876,72850.75,1.3817380952380953,0.37959092240621717,0.0,0.0,True,False,False,True,False
50000.0,1,43.0,0,0,0,0,0,0,27681.0,1458.0,1485.0,1472.0,1217.0,1347.0,558.0,174490.0,969.031200048103,7537.0,3.4898,0.043194452404149236,0.0,0.0,True,False,False,False,False
240000.0,1,35.0,-1,-1,2,-1,0,-1,325.0,650.0,0.0,2250.0,0.0,1925.0,1925.0,7400.0,892.2817193390587,6750.0,0.030833333333333334,0.9121621621621622,-0.3333333333333333,1.0,False,False,False,True,False
160000.0,2,42.0,0,0,0,0,0,0,25338.0,3000.0,5000.0,3000.0,2000.0,2000.0,2000.0,191847.0,4665.311468701741,17000.0,1.19904375,0.08861227957695456,0.0,0.0,True,False,False,False,False
50000.0,1,53.0,0,0,0,0,0,0,6618.0,1133.0,1143.0,316.0,326.0,328.0,339.0,49929.0,994.6297301006039,3585.0,0.99858,0.0718019587814697,0.0,0.0,False,True,False,False,False
260000.0,2,39.0,0,0,0,0,0,0,255674.0,10663.0,4520.0,4537.0,6308.0,6000.0,0.0,855187.5,33619.75624824876,32028.0,3.9717038461538463,0.031015559104162812,0.0,0.0,True,False,False,False,False
400000.0,1,30.0,0,0,0,0,0,-2,12820.0,5427.0,37505.0,10077.0,233.0,5312.0,6991.0,112393.0,16506.119379389776,65545.0,0.2809825,0.5831768882403708,-0.3333333333333333,0.0,False,False,False,False,False
140000.0,2,33.0,-1,-1,-1,-1,-1,-1,316.0,316.0,13816.0,316.0,316.0,316.0,316.0,15396.0,5511.35192126215,15396.0,0.10997142857142857,1.0,-1.0,0.0,True,False,False,True,False
320000.0,2,29.0,0,0,0,0,0,0,34818.0,1690.0,1500.0,1000.0,3628.0,1041.0,1006.0,104445.0,9751.65302397496,9865.0,0.326390625,0.09445162525731246,0.0,0.0,True,False,False,False,False
20000.0,2,26.0,0,0,0,0,0,0,16976.0,1300.0,1500.0,1250.0,451.0,160.0,69.0,96617.0,6290.271009000062,4730.0,4.83085,0.04895618783443907,0.0,0.0,True,False,False,True,False
180000.0,2,32.0,0,0,0,0,0,0,183512.0,7700.0,8254.0,9600.0,4712.0,4995.0,5000.0,855187.5,22086.70383737691,40261.0,5.394566666666667,0.04146250033469891,0.0,0.0,False,True,False,True,False
90000.0,2,28.0,-1,-1,-1,0,0,0,866.0,148.0,377.0,4000.0,2109.0,2832.0,316.0,20561.0,3568.2885206589817,9782.0,0.22845555555555555,0.47575507027868297,-0.5,0.0,False,False,False,True,False
150000.0,2,38.0,-1,-1,-1,-1,-1,-1,110.0,567.0,13504.0,13221.0,10663.0,8436.0,2468.0,46180.0,5985.413926092888,48859.0,0.3078666666666667,1.0580121264616718,-1.0,0.0,False,False,False,False,False
360000.0,2,33.0,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6666666666666665,0.0,False,False,False,True,False
30000.0,1,49.0,0,0,0,0,0,0,29893.0,1697.0,1505.0,1305.0,1000.0,1000.0,819.0,148877.0,3595.6853820470255,7326.0,4.962566666666667,0.04920840693995714,0.0,0.0,True,False,False,True,False
100000.0,2,29.0,-1,-1,-2,-2,-2,-2,500.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,204.1241452319315,0.0,0.005,0.0,-1.6666666666666665,0.0,True,False,False,False,False
270000.0,2,33.0,0,0,0,0,0,0,68589.0,6000.0,2028.0,5010.0,5000.0,5000.0,3000.0,297528.0,14546.360850742016,26038.0,1.1019555555555556,0.08751445242128472,0.0,0.0,False,False,False,True,False
110000.0,1,31.0,-1,-1,-1,-1,0,0,7300.0,593.0,11801.0,11312.0,0.0,0.0,0.0,53630.0,4414.214886779604,23706.0,0.48754545454545456,0.4420287152713034,-0.6666666666666666,0.0,False,False,False,True,False
170000.0,1,27.0,-1,-1,-1,-1,0,-1,2697.0,0.0,1409.0,1337.0,0.0,53885.0,2000.0,60665.0,21461.844043946145,58631.0,0.3568529411764706,0.9664716063628122,-0.8333333333333334,0.0,True,False,False,False,False
30000.0,1,29.0,0,0,0,2,2,2,19363.0,2000.0,2100.0,1000.0,2000.0,0.0,1000.0,133748.0,1928.4529205211795,8100.0,4.458266666666667,0.06056165325836648,1.0,2.5,True,False,False,True,False
310000.0,1,34.0,0,0,0,0,0,0,97196.0,6000.0,5000.0,4000.0,3000.0,3000.0,2000.0,410482.0,26371.491718646987,23000.0,1.3241354838709678,0.056031689574695114,0.0,0.0,True,False,False,False,False
30000.0,2,22.0,0,0,2,0,0,0,10094.0,5300.0,0.0,607.0,20000.0,3000.0,0.0,101734.0,9046.626656752596,28907.0,3.3911333333333333,0.28414296105530107,0.3333333333333333,1.0,True,False,False,True,False
30000.0,2,32.0,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,7463.0,6804.0,4985.0,14267.0,3689.6134440706205,19252.0,0.4755666666666667,1.1996732887468293,-1.6666666666666665,0.0,True,False,False,False,False
100000.0,2,46.0,1,-1,-1,-1,-2,-2,0.0,766.0,305.0,0.0,0.0,0.0,0.0,1071.0,312.60438256684756,1071.0,0.01071,1.0,-1.0,1.0,True,False,False,False,False
210000.0,2,35.0,2,2,2,0,0,2,61189.0,3100.0,0.0,2235.0,4870.0,0.0,2563.0,378534.0,2070.6363273158327,12768.0,1.8025428571428572,0.03373012728050849,1.0,2.5,True,False,False,False,False
240000.0,2,40.0,-1,-1,-1,-1,-1,-1,326.0,326.0,326.0,326.0,326.0,326.0,326.0,1956.0,0.0,1956.0,0.00815,1.0,-1.0,0.0,True,False,False,False,False
240000.0,1,34.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,150.0,0.0,0.0,-1.5,1.0,False,False,False,False,False
140000.0,2,25.0,0,0,0,0,0,0,38199.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,241709.0,1586.814849522989,12000.0,1.726492857142857,0.04964647572080477,0.0,0.0,False,False,False,True,False
50000.0,1,23.0,0,0,0,-1,-1,0,11306.0,1069.0,1240.0,3840.0,1275.0,0.0,0.0,27898.0,3820.4125257184814,7424.0,0.55796,0.2661122661122661,-0.3333333333333333,0.0,False,False,False,True,False
160000.0,2,34.0,0,0,0,-1,-1,-1,51721.0,2037.0,1000.0,10740.0,50207.0,10298.0,17413.0,194601.0,19465.7198043124,72850.75,1.21625625,0.4711949065009943,-0.5,0.0,True,False,False,False,False
80000.0,2,32.0,0,0,0,0,0,-2,28408.0,1259.0,1035.0,1600.0,0.0,0.0,0.0,68006.0,12926.245590528855,3894.0,0.850075,0.05725965355998,-0.3333333333333333,0.0,True,False,False,False,False
470000.0,2,30.0,0,0,0,0,0,0,216031.0,7513.0,5552.0,1781.0,3021.0,3008.0,3015.0,737227.0,33619.75624824876,23890.0,1.568568085106383,0.032405215761224154,0.0,0.0,True,False,False,True,False
130000.0,2,47.0,-1,2,2,-1,0,-1,5027.0,1622.0,16.0,5377.0,829.0,3645.0,4213.0,21226.0,1530.2255607153693,15702.0,0.16327692307692307,0.7397531329501554,0.16666666666666666,2.0,False,True,False,False,False
90000.0,2,23.0,0,-1,-1,0,-1,-1,119836.0,30000.0,11036.0,19836.0,986.0,21615.0,5885.0,205145.0,33619.75624824876,72850.75,2.2793888888888887,0.43558458651197934,-0.6666666666666666,0.0,False,True,False,True,False
390000.0,2,31.0,1,2,0,0,-1,-1,20852.0,0.0,1000.0,3000.0,9290.0,1826.0,3706.0,83802.0,7153.712378898106,18822.0,0.21487692307692308,0.22460084484857162,0.16666666666666666,2.0,True,False,False,True,False
20000.0,1,32.0,1,2,2,2,2,0,17913.0,0.0,3309.0,381.0,0.0,389.0,890.0,114061.0,1178.2579372389846,4969.0,5.70305,0.043564408518249005,1.0,2.5,True,False,False,False,False
140000.0,2,31.0,-1,-1,-1,-1,-1,-1,727.0,829.0,550.0,1045.0,432.0,898.0,208.0,4481.0,226.61104709759113,3962.0,0.03200714285714286,0.884177638919884,-1.0,0.0,False,False,False,True,False
200000.0,2,40.0,0,0,0,0,0,0,21464.0,2000.0,2000.0,1128.0,4280.0,0.0,0.0,101528.0,8191.647249892213,9408.0,0.50764,0.09266409266409266,0.0,0.0,True,False,False,False,False
240000.0,2,39.0,0,0,0,0,0,0,233161.0,8900.0,9500.0,8000.0,8000.0,19000.0,10000.0,855187.5,12421.780913647875,63400.0,5.729116666666667,0.04610949331921442,0.0,0.0,True,False,False,False,False
170000.0,2,26.0,0,0,0,0,0,0,30005.0,1842.0,1708.0,1163.0,1199.0,1173.0,952.0,181069.0,251.9400060861051,8037.0,1.0651117647058823,0.04438639413704168,0.0,0.0,True,False,False,True,False
180000.0,2,27.0,0,0,0,0,0,0,3063.0,1084.0,1084.0,1005.0,46.0,16.0,0.0,18094.0,1460.5406761424574,3235.0,0.10052222222222222,0.17878854869017355,0.0,0.0,True,False,False,False,False
110000.0,2,29.0,-1,-1,-1,-1,-1,-1,316.0,31895.0,316.0,316.0,316.0,31775.0,1152.0,64934.0,16276.385847806221,65770.0,0.5903090909090909,1.0128746111436226,-1.0,0.0,False,False,False,True,False
150000.0,2,42.0,0,0,0,0,0,0,255207.0,6301.0,8000.0,5000.0,6800.0,0.0,0.0,786321.0,33619.75624824876,26101.0,5.24214,0.03319382287895147,0.0,0.0,True,False,False,True,False
50000.0,1,43.0,0,0,0,0,0,0,50785.0,3000.0,4414.0,1500.0,1042.0,2000.0,0.0,281639.0,4510.128087611999,11956.0,5.63278,0.04245150707110876,0.0,0.0,True,False,False,True,False
30000.0,2,51.0,0,0,0,0,0,0,16883.0,1303.0,1314.0,691.0,713.0,718.0,742.0,112799.0,1200.4216620282502,5481.0,3.7599666666666667,0.04859085630191757,0.0,0.0,True,False,False,False,False
50000.0,2,39.0,1,-2,-2,-1,-1,-1,0.0,0.0,0.0,2219.0,390.0,390.0,390.0,2999.0,863.6157517476546,3389.0,0.05998,1.1300433477825942,-1.0,1.0,True,False,False,False,False
50000.0,2,32.0,1,2,0,0,0,3,32814.0,0.0,1550.0,1400.0,5000.0,0.0,0.0,207107.0,2552.5762215194804,7950.0,4.14214,0.03838595508601834,1.0,2.5,True,False,False,True,False
120000.0,2,32.0,0,0,-2,-2,-2,-2,40420.0,0.0,0.0,0.0,0.0,0.0,0.0,40420.0,16501.39590054934,0.0,0.3368333333333333,0.0,-1.3333333333333333,0.0,True,False,False,True,False
60000.0,1,38.0,2,2,2,0,0,0,59310.0,2700.0,0.0,2100.0,1600.0,1600.0,1600.0,304726.0,10378.924928270108,9600.0,5.078766666666667,0.03150371153101475,1.0,2.5,False,False,False,False,False
